S/N,TARIFF NAME,PRICE,TARIFF_TYPE
2820,Caesarean hysterectomy,400000.0,PROCEDURES
2821,Acetabular liner and head changes,765000.0,PROCEDURES
2822,"Application of IIizarov frame for secondary non-union or mal-union including
 osteotomy",765000.0,PROCEDURES
2823,Cranio-facial resection,765000.0,PROCEDURES
2824,Embolisation of aneurysm,765000.0,PROCEDURES
2825,Endovascular treatment of cerebral aneurysm,765000.0,PROCEDURES
2826,Ileoanal anastomosis and creation of pouch,765000.0,PROCEDURES
2827,Ileoanal pouch,765000.0,PROCEDURES
2828,Invasive Intradiscal Procedure Including Laser or Instrumentation ,765000.0,PROCEDURES
2829,Laparoscopic radical prostatectomy,765000.0,PROCEDURES
2830,Mastectomy and immediate reconstruction of breast using pedicled TRAM,765000.0,PROCEDURES
2831,Open prostatectomy,765000.0,PROCEDURES
2832,Primary repair of high or intermediate congenital ano-rectal anomaly,765000.0,PROCEDURES
2833,Radical prostatectomy,765000.0,PROCEDURES
2834,Reconstruction free jejunal graft following pharyngolaryngectomy,765000.0,PROCEDURES
2835,Reconstruction using stomach pull up following pharyngolaryngectomy,765000.0,PROCEDURES
2836,Removal of total hip replacement and complete clearance of cement,765000.0,PROCEDURES
2837,Replacement of elbow and shoulder single operation ,765000.0,PROCEDURES
2838,Resection of Liver tumour,765000.0,PROCEDURES
2839,Revision of total replacement of knee joint,765000.0,PROCEDURES
2840,"Revision of uncemented or cemented total hip replacement without adjunctive
 procedures",765000.0,PROCEDURES
2841,Revisional combined anterior discectomy and posterior fusion thoracic region ,765000.0,PROCEDURES
2842,Revisional prosthetic replacement of elbow,765000.0,PROCEDURES
2843,Revisional transthoracic or anterolateral excision of intervertebral disc with or without fusion,765000.0,PROCEDURES
2844,Robot assisted laparoscopic prostatectomy,765000.0,PROCEDURES
2845,Total Cystectomy with construction of conduit ,765000.0,PROCEDURES
2846,Total exenteration of pelvis,765000.0,PROCEDURES
2847,Total knee replacement for infection first stage,765000.0,PROCEDURES
2848,Total knee replacement for infection second stage,765000.0,PROCEDURES
2849,Total prosthetic replacement of knee joint bilateral,765000.0,PROCEDURES
2850,"Total prosthetic replacement of the hip, with or without cement, bilateral",765000.0,PROCEDURES
2851,Anterior vertebrectomy with decompression and implant,810000.0,PROCEDURES
2852,Arteriovenous malformation,810000.0,PROCEDURES
2853,Carinal resection with or without pneumonectomy,810000.0,PROCEDURES
2854,Combined anterior vertebrectomy with posterior fusion and instrumentation,810000.0,PROCEDURES
2855,Double switch procedure arterial and atrial ,810000.0,PROCEDURES
2856,Embolisation of arteriovenous malformation,810000.0,PROCEDURES
2857,Endoscopically assisted oesophagectomy,810000.0,PROCEDURES
2858,"Endovascular management of brain arteriovenous malformation including 2 separate
 interventions ",810000.0,PROCEDURES
2859,Excision of cerebellopontine angle tumour,810000.0,PROCEDURES
2860,Mastectomy and immediate reconstruction of breast using free TRAM,810000.0,PROCEDURES
2861,Oesophagectomy,920000.0,PROCEDURES
2862,Enema Saponis,7500.0,PROCEDURES
2863,Emergency Caesarean section,450000.0,PROCEDURES
2864,Elective Caesarean section,400000.0,PROCEDURES
2865,Enema Saponis,6000.0,PROCEDURES
2866,Excision of chalazion,90000.0,PROCEDURES
2867,Excision of lipoma,80000.0,PROCEDURES
2868,Exploratory laparatomy with bowel resection and anastomosis,300000.0,PROCEDURES
2869,Exploratory laparotomy,250000.0,PROCEDURES
2870,Anteriror colporrhaphy,350000.0,PROCEDURES
2871,Assisted Breach Delivery / Twins,330000.0,PROCEDURES
2872,Aural packing,3000.0,PROCEDURES
2873,Bilateral varicocoelectomy,350000.0,PROCEDURES
2874,Epigastric herniorrhaphy with mesh,250000.0,PROCEDURES
2875,Caesarean section for multiple gestation,450000.0,PROCEDURES
2876,Episiorrhaphy,52500.0,PROCEDURES
2877,Episiotomy,15000.0,PROCEDURES
2878,Endometrial biopsy and examination under anaesthesisa,150000.0,PROCEDURES
2879,Endometrial biopsy with histology,195000.0,PROCEDURES
2880,Evacuation of retained products of conception,75000.0,PROCEDURES
2881,Cast removal,25000.0,PROCEDURES
2882,Closed reduction of fracture and application of cast under anaesthesia,150000.0,PROCEDURES
2883,CLOSED REDUCTION OF FRACTURE-WRIST (excluding cast).,112500.0,PROCEDURES
2884,Closed reduction of long bone fracture,150000.0,PROCEDURES
2885,Closed reduction under anesthesia,165000.0,PROCEDURES
2886,Air cast boot,85000.0,PROCEDURES
2887,Colle's cast,85000.0,PROCEDURES
2888,Colle's splint,55000.0,PROCEDURES
2889,Elbow cast,85000.0,PROCEDURES
2890,Hydrocelectomy,250000.0,PROCEDURES
2891,Hemodialysis,60000.0,PROCEDURES
2892,Hemorrhoidectomy,300000.0,PROCEDURES
2893,Gastric lavage,30000.0,PROCEDURES
2894,Fistulectomy,210000.0,PROCEDURES
2895,Finger splint,45000.0,PROCEDURES
2896,Femoral herniorrhaphy with mesh,200000.0,PROCEDURES
2897,Implanon insertion,37500.0,PROCEDURES
2898,Implanon removal,22500.0,PROCEDURES
2899,Induction of labour,30000.0,PROCEDURES
2900,Inguinal herniorrhaphy with mesh,280000.0,PROCEDURES
2901,Hysteroscopic polypectomy,300000.0,PROCEDURES
2902,Incision and drainage of fluid collection in body cavity,97500.0,PROCEDURES
2903,Intra-articular injection (ARAGAN),60000.0,PROCEDURES
2904,INTRA-ARTICULAR INJECTION OF STERIOD,60000.0,PROCEDURES
2905,"Intradermal contraceptive implant insertion - Implanon, Norplant, Jadlelle",37500.0,PROCEDURES
2906,"Intradermal contraceptive implant removal - Implanon, Norplant, Jadelle",22500.0,PROCEDURES
2907,Intralesional steriod injection,60000.0,PROCEDURES
2908,IUCD removal,15000.0,PROCEDURES
2909,IUCD removal with ultrasound scan,22500.0,PROCEDURES
2910,LATERAL INTERNAL SPHINCTEROTOMY,450000.0,PROCEDURES
2911,Lumpectomy,90000.0,PROCEDURES
2912,Major suturing above 5cm,25000.0,PROCEDURES
2913,Manchester repair      ,375000.0,PROCEDURES
2914,Manipulation and above elbow casting under anesthesia and c-arm guidance,225000.0,PROCEDURES
2915,Manipulation under anaesthesia,150000.0,PROCEDURES
2916,Manipulation under Regional Block,112500.0,PROCEDURES
2917,Manual vacuum aspiration,75000.0,PROCEDURES
2918,Nail excision,75000.0,PROCEDURES
2919,Nasal polypectomy with bilateral antrostomy and intranasal ethmoidectomy with endotracheal intubation,450000.0,PROCEDURES
2920,Open meniscectomy,450000.0,PROCEDURES
2921,Open reduction and internal fixation of long bone,450000.0,PROCEDURES
2922,Orchidopexy,170000.0,PROCEDURES
2923,ORIF of the phalanx,350000.0,PROCEDURES
2924,Instrumental Delivery with vacuum or forceps,300000.0,PROCEDURES
2925,Suture removal,10000.0,PROCEDURES
2926,Tendon repair,112500.0,PROCEDURES
2927,Transperineal biopsy,45000.0,PROCEDURES
2928,Unbooked vaginal delivery,150000.0,PROCEDURES
2929,URETHRA CATHETERIZATION WITH SILASTIC CATHETERS,25000.0,PROCEDURES
2930,Uvulopalatopharyngoplasty,675000.0,PROCEDURES
2931,Venous cut-down,100000.0,PROCEDURES
2932,Wound exploration - major under anesthesia,100000.0,PROCEDURES
2933,Wound exploration - intermediate,60000.0,PROCEDURES
2934,Wound exploration - minor,45000.0,PROCEDURES
2935,Botulinus toxin injections to muscle,42240.0,PROCEDURES
2936,Punch biopsy and Histology,40000.0,PROCEDURES
2937,Excision of pterygium with corneal allograft,150000.0,PROCEDURES
2938,Repair of fourth degree perineal tear,50000.0,PROCEDURES
2939,Repair of third degree perineal tear,40000.0,PROCEDURES
2940,Rubber band ligation of haemorrhoids,225000.0,PROCEDURES
2941,Appendicectomy for ruptured appendix,350000.0,PROCEDURES
2942,Sebaceous cyst excision,67500.0,PROCEDURES
2943,Secondary wound closure in theatre,90000.0,PROCEDURES
2944,SERIAL DILATION OF THE ANAL CANAL,67500.0,PROCEDURES
2945,Skin traction,90000.0,PROCEDURES
2946,Wrist support,22500.0,PROCEDURES
2947,Transcutaneous electrical nerve stimulation (TENS),7500.0,PROCEDURES
2948,Registration Card Fee,3000.0,PROCEDURES
2949,Antenatal registration,52500.0,PROCEDURES
2950,Accommodation for Observation,4500.0,PROCEDURES
2951,General ward 4 bedded,6500.0,PROCEDURES
2952,Semi private ward two bedded,9000.0,PROCEDURES
2953,Private ward single bedded,15000.0,PROCEDURES
2954,Feeding Per Diem four bedded,5500.0,PROCEDURES
2955,Feeding Per meal four bedded,2000.0,PROCEDURES
2956,Feeding Per Diem two bedded,7500.0,PROCEDURES
2957,Feeding Per meal two bedded,2500.0,PROCEDURES
2958,Feeding Per Diem single bedded,7500.0,PROCEDURES
2959,Feeding Per meal single bedded,3500.0,PROCEDURES
2960,Accomodation and Nursing Emergency case,20000.0,PROCEDURES
2961,Emergency ward admission,15000.0,PROCEDURES
2962,Day case admission general ward four bedded,7500.0,PROCEDURES
2963,Day case admission semi private ward two bedded,10000.0,PROCEDURES
2964,Day case admission semi private ward single bedded,15000.0,PROCEDURES
2965,Accommodation NICU,66000.0,PROCEDURES
2966,Ventilator Baby Unit per day,66000.0,PROCEDURES
2967,Accommodation ICU,75000.0,PROCEDURES
2968,Professional fee or service charge Level 3 inpatient HDU,56700.0,PROCEDURES
2969,Professional fee Level 4 ICU,81000.0,PROCEDURES
2970,Service charge Level 4 ICU,81000.0,PROCEDURES
2971,Ventilator ICU per day,75000.0,PROCEDURES
2972,Cervical Collar Soft,12750.0,PROCEDURES
2973,Lung Exerciser,10000.0,PROCEDURES
2974,Quadripod,14000.0,PROCEDURES
2975,Cervical Collar Hard,15000.0,PROCEDURES
2976,Broad Arm sling,7500.0,PROCEDURES
2977,Elbow Crutches,12000.0,PROCEDURES
2978,CPAP DRIVER,10000.0,PROCEDURES
2979,Walking Stick Folding Cane,10000.0,PROCEDURES
2980,Walking Stick Tripod Adjustable,14000.0,PROCEDURES
2981,Axillary Crutches,14000.0,PROCEDURES
2982,Lumbar Corset,24500.0,PROCEDURES
2983,Walking Frame,25900.0,PROCEDURES
2984,Ankle Support,15000.0,PROCEDURES
2985,Paediatric volumatic spacer ,7000.0,PROCEDURES
2986,Audiotory Training,4060.0,PROCEDURES
2987,Audiometry,5400.0,PROCEDURES
2988,Cysto Flometry per study,10000.0,PROCEDURES
2989,Full Audiological Assessment,8000.0,PROCEDURES
2990,Lung Function Test,8000.0,PROCEDURES
2991,Spirometry,8000.0,PROCEDURES
2992,Foeto-placental Assessment,20000.0,PROCEDURES
2993,Tinnitis Matching and Assessment,15000.0,PROCEDURES
2994,Diagnostic endoscopy of sinus ,25000.0,PROCEDURES
2995,Fine needle aspiration of thyroid gland,60000.0,PROCEDURES
2996,Fluorescein angiography of eye including occular photography ,17000.0,PROCEDURES
2997,Occular photography ,15000.0,PROCEDURES
2998,Rigid sigmoidoscopy including biopsy,42240.0,PROCEDURES
2999,Down Syndrome Screening,52500.0,PROCEDURES
3000,Diagnostic enteroscopy,63000.0,PROCEDURES
3001,Needle biopsy of lung,60000.0,PROCEDURES
3002,Pharmacologic Stress Echo,63000.0,PROCEDURES
3003,Diagnostic endoscopic examination of urethra ,67500.0,PROCEDURES
3004,Recording and reporting on electromyography and nerve conduction studies,60000.0,PROCEDURES
3005,Functional Psycho-educational Assessment onsite ,75000.0,PROCEDURES
3006,Last office deceased,10500.0,PROCEDURES
3007,Incubator per day,20000.0,PROCEDURES
3008,Oxygen Therapy Usage Ventilator,15000.0,PROCEDURES
3009,Paediatric Resuscitation at Delivery,15000.0,PROCEDURES
3010,Nebulisation,15000.0,PROCEDURES
3011,Electro-convulsive therapy,37500.0,PROCEDURES
3012,Peripheral bone density measurement performed by physician,37500.0,PROCEDURES
3013,Brief Psychological Assessment,22500.0,PROCEDURES
3014,Psychological Assessment Update Report,22500.0,PROCEDURES
3015,External cardioversion,30000.0,PROCEDURES
3016,Speech Training,30000.0,PROCEDURES
3017,Ambulance,75000.0,PROCEDURES
3018,Birth Before Arrival BBA ,52500.0,PROCEDURES
3019,Psychological Assessment,30000.0,PROCEDURES
3020,Haemofiltration,30000.0,PROCEDURES
3021,Dialysis,40000.0,PROCEDURES
3022,Haemodialysis,40000.0,PROCEDURES
3023,Sedation,35000.0,PROCEDURES
3024,Multiple Delivery,120000.0,PROCEDURES
3025,Vaginal Delivery Normal,105000.0,PROCEDURES
3026,Oxygen therapy per day,20000.0,PROCEDURES
3027,Oxygen therapy per 6 hours,7500.0,PROCEDURES
3028,Phototherapy per day,15000.0,PROCEDURES
3029,Double lamp phototherapy per day,25000.0,PROCEDURES
3030,Paediatric Echocardiogram,60000.0,PROCEDURES
3031,Stress Electrocardiogram,30000.0,PROCEDURES
3032,Ambulatory Blood Pressure Monitoring,30000.0,PROCEDURES
3033,Ambulatory Electrocardiogram Holter,35000.0,PROCEDURES
3034,Cardiotocography CTG,30000.0,PROCEDURES
3035,Lumbar jacket,20000.0,PROCEDURES
3036,Lumbosacral belt,20000.0,PROCEDURES
3037,Elbow support,15000.0,PROCEDURES
3038,Broad arm sling,10000.0,PROCEDURES
3039,Knee brace,20000.0,PROCEDURES
3040,Knee support,10000.0,PROCEDURES
3041,Compression stockings,15000.0,PROCEDURES
3042,Exchange blood transfusion,75000.0,PROCEDURES
3043,Automated exchange blood transfusion,225000.0,PROCEDURES
3044,Physiotherapy exercise,10000.0,PROCEDURES
3045,Infrared therapy for pain,3000.0,PROCEDURES
3046,Transcutaneous electrical nerve stimulation (TENS),4500.0,PROCEDURES
3047,Blood transfusion rhesus positve,40000.0,PROCEDURES
3048,Blood transfusion rhesus negative,45000.0,PROCEDURES
3049,Platelet concentrate,37500.0,PROCEDURES
3050,Fresh frozen plasma,37500.0,PROCEDURES
3051,Anaesthesiologist first inpatient review,20000.0,PROCEDURES
3052,Anaesthesiologist first outpatient consultation,20000.0,PROCEDURES
3053,Anaesthesiologist Follow up outpatient consultation,14000.0,PROCEDURES
3054,Anaesthesiologist subsequent inpatient review,14000.0,PROCEDURES
3055,Burns and plastic surgeon emergency call out,40000.0,PROCEDURES
3056,Burns and plastic surgeon first inpatient review,30000.0,PROCEDURES
3057,Burns and plastic surgeon first outpatient consultation,30000.0,PROCEDURES
3058,Burns and plastic surgeon Follow up outpatient consultation,21000.0,PROCEDURES
3059,Burns and plastic surgeon subsequent inpatient review,21000.0,PROCEDURES
3060,Cardiologist first inpatient review,15000.0,PROCEDURES
3061,Cardiologist first outpatient consultation,20000.0,PROCEDURES
3062,Cardiologist Follow up outpatient consultation,10500.0,PROCEDURES
3063,Cardiologist subsequent inpatient review,10500.0,PROCEDURES
3064,Cardiothoracic Surgeon emergency call out,40000.0,PROCEDURES
3065,Cardiothoracic Surgeon first outpatient consultation,30000.0,PROCEDURES
3066,Consultant first outpatient consultation,30000.0,PROCEDURES
3067,Consultant Follow up,20000.0,PROCEDURES
3068,Dermatologist first inpatient review,15000.0,PROCEDURES
3069,Dermatologist first outpatient consultation,15000.0,PROCEDURES
3070,Dermatologist Follow up outpatient consultation,10500.0,PROCEDURES
3071,Dermatologist subsequent inpatient review,10500.0,PROCEDURES
3072,Dietician first inpatient review,10000.0,PROCEDURES
3073,Dietician first outpatient consultation,10000.0,PROCEDURES
3074,Dietician Follow up outpatient consultation,8500.0,PROCEDURES
3075,Dietician subsequent inpatient review,8500.0,PROCEDURES
3076,Endocrinologist first inpatient review,15000.0,PROCEDURES
3077,Endocrinologist first outpatient consultation,15000.0,PROCEDURES
3078,Endocrinologist Follow up outpatient consultation,10500.0,PROCEDURES
3079,Endocrinologist subsequent inpatient review,10500.0,PROCEDURES
3080,ENT first inpatient review,20000.0,PROCEDURES
3081,ENT first outpatient consultation,15000.0,PROCEDURES
3082,ENT Follow up outpatient consultation,15000.0,PROCEDURES
3083,ENT subsequent inpatient review,15000.0,PROCEDURES
3084,Family Physician first inpatient review,15000.0,PROCEDURES
3085,Family Physician first outpatient consultation,15000.0,PROCEDURES
3086,Family Physician Follow up outpatient consultation,10000.0,PROCEDURES
3087,Family Physician subsequent inpatient review,10000.0,PROCEDURES
3088,Gastroenterologist first inpatient review,30000.0,PROCEDURES
3089,Gastroenterologist first outpatient consultation,30000.0,PROCEDURES
3090,Gastroenterologist Follow up outpatient consultation,20000.0,PROCEDURES
3091,Gastroenterologist subsequent inpatient review,15000.0,PROCEDURES
3092,General practitioner Consultation first outpatient consultation,3000.0,PROCEDURES
3093,General practitioner Consultation follow up,2500.0,PROCEDURES
3094,General surgeon first inpatient review,15000.0,PROCEDURES
3095,General surgeon first outpatient consultation,15000.0,PROCEDURES
3096,General surgeon Follow up outpatient consultation,10500.0,PROCEDURES
3097,General surgeon subsequent inpatient review,10500.0,PROCEDURES
3098,Hematologist first inpatient review,20000.0,PROCEDURES
3099,Hematologist first outpatient consultation,20000.0,PROCEDURES
3100,Hematologist Follow up outpatient consultation,15000.0,PROCEDURES
3101,Hematologist subsequent inpatient review,15000.0,PROCEDURES
3102,Intensivist emergency call out,40000.0,PROCEDURES
3103,Intensivist first outpatient consultation,30000.0,PROCEDURES
3104,Intensivist Follow up outpatient consultation,21000.0,PROCEDURES
3105,Intensivist follow up vist,21000.0,PROCEDURES
3106,Interventional radiologist emergency call out,40000.0,PROCEDURES
3107,Interventional radiologist first inpatient review,25000.0,PROCEDURES
3108,Interventional radiologist first outpatient consultation,30000.0,PROCEDURES
3109,Interventional radiologist Follow up outpatient consultation,25000.0,PROCEDURES
3110,Interventional radiologist subsequent inpatient review,20000.0,PROCEDURES
3111,Neonatologist first inpatient review,30000.0,PROCEDURES
3112,Neonatologist first outpatient consultation,30000.0,PROCEDURES
3113,Neonatologist Follow up outpatient consultation,21000.0,PROCEDURES
3114,Neonatologist subsequent inpatient review,21000.0,PROCEDURES
3115,Nephrologist first inpatient review,20000.0,PROCEDURES
3116,Nephrologist first outpatient consultation,20000.0,PROCEDURES
3117,Nephrologist Follow up outpatient consultation,15000.0,PROCEDURES
3118,Nephrologist subsequent inpatient review,12500.0,PROCEDURES
3119,Neurologist first inpatient review,30000.0,PROCEDURES
3120,Neurologist first outpatient consultation,20000.0,PROCEDURES
3121,Neurologist Follow up outpatient consultation,15000.0,PROCEDURES
3122,Neurologist subsequent inpatient review,21000.0,PROCEDURES
3123,Neurosurgeon emergency call out,40000.0,PROCEDURES
3124,Neurosurgeon first inpatient review,30000.0,PROCEDURES
3125,Neurosurgeon first outpatient consultation,30000.0,PROCEDURES
3126,Neurosurgeon Follow up outpatient consultation,21000.0,PROCEDURES
3127,Neurosurgeon subsequent inpatient review,21000.0,PROCEDURES
3128,Obstetric and gynecology first outpatient consultation,15000.0,PROCEDURES
3129,Obstetrics and gynecology first inpatient review,15000.0,PROCEDURES
3130,Obstetrics and gynecology Follow up outpatient consultation,10500.0,PROCEDURES
3131,Obstetrics and gynecology subsequent inpatient review,10500.0,PROCEDURES
3132,Oncologist first inpatient review,30000.0,PROCEDURES
3133,Oncologist first outpatient consultation,30000.0,PROCEDURES
3134,Oncologist Follow up outpatient consultation,21000.0,PROCEDURES
3135,Oncologist subsequent inpatient review,21000.0,PROCEDURES
3136,Ophthalmologist first inpatient review,15000.0,PROCEDURES
3137,Ophthalmologist first outpatient consultation,15000.0,PROCEDURES
3138,Ophthalmologist Follow up outpatient consultation,10500.0,PROCEDURES
3139,Ophthalmologist subsequent inpatient review,10500.0,PROCEDURES
3140,Optometrist first inpatient review,10000.0,PROCEDURES
3141,Optometrist first outpatient consultation,10000.0,PROCEDURES
3142,Optometrist Follow up outpatient consultation,7000.0,PROCEDURES
3143,Optometrist subsequent inpatient review,7000.0,PROCEDURES
3144,Orthopedic surgeon first inpatient review,20000.0,PROCEDURES
3145,Orthopedic surgeon first outpatient consultation,20000.0,PROCEDURES
3146,Orthopedic surgeon Follow up outpatient consultation,15000.0,PROCEDURES
3147,Orthopedic surgeon subsequent inpatient review,15000.0,PROCEDURES
3148,Paediatric Allergist first inpatient review,25000.0,PROCEDURES
3149,Paediatric Allergist first outpatient consultation,25000.0,PROCEDURES
3150,Paediatric Allergist followup visit,20000.0,PROCEDURES
3151,Paediatric Allergist subsequent inpatient review,20000.0,PROCEDURES
3152,Paediatric Cardiologist first inpatient review,13000.0,PROCEDURES
3153,Paediatric Cardiologist first outpatient consultation,15000.0,PROCEDURES
3154,Paediatric Cardiologist Follow up outpatient consultation,10000.0,PROCEDURES
3155,Paediatric Cardiologist subsequent inpatient review,10000.0,PROCEDURES
3156,Paediatric Nephrologist first inpatient review,13000.0,PROCEDURES
3157,Paediatric Nephrologist first outpatient consultation,15000.0,PROCEDURES
3158,Paediatric Nephrologist Follow up outpatient consultation,10000.0,PROCEDURES
3159,Paediatric Nephrologist subsequent inpatient review,10000.0,PROCEDURES
3160,Paediatric Pulmonologist first inpatient review,13000.0,PROCEDURES
3161,Paediatric Pulmonologist first outpatient consultation,15000.0,PROCEDURES
3162,Paediatric Pulmonologist Follow up outpatient consultation,10000.0,PROCEDURES
3163,Paediatric Pulmonologist subsequent inpatient review,10000.0,PROCEDURES
3164,Paediatric surgeon first inpatient review,30000.0,PROCEDURES
3165,Paediatric surgeon first outpatient consultation,30000.0,PROCEDURES
3166,Paediatric surgeon Follow up outpatient consultation,20000.0,PROCEDURES
3167,Paediatric surgeon subsequent inpatient review,17000.0,PROCEDURES
3168,Pediatrician first inpatient review,20000.0,PROCEDURES
3169,Pediatrician first outpatient consultation,20000.0,PROCEDURES
3170,Pediatrician Follow up outpatient consultation,15000.0,PROCEDURES
3171,Pediatrician subsequent inpatient review,15000.0,PROCEDURES
3172,Physiotherapist first inpatient review,7500.0,PROCEDURES
3173,Physiotherapist first outpatient consultation,7500.0,PROCEDURES
3174,Physiotherapist Follow up outpatient consultation,5250.0,PROCEDURES
3175,Physiotherapist subsequent inpatient review,5250.0,PROCEDURES
3176,Profession Fee for Chemotheraphy Administration,25920.0,PROCEDURES
3177,Professional fee level 1 inpatient WARD,4000.0,PROCEDURES
3178,Professional fee Level 2 NICU,4000.0,PROCEDURES
3179,Professional fee Level 2 SCBU,4000.0,PROCEDURES
3180,Psychiatrist first inpatient review,30000.0,PROCEDURES
3181,Psychiatrist first outpatient consultation,30000.0,PROCEDURES
3182,Psychiatrist Follow up outpatient consultation,21000.0,PROCEDURES
3183,Psychiatrist subsequent inpatient review,21000.0,PROCEDURES
3184,Psychologist first outpatient consultation,20000.0,PROCEDURES
3185,Psychologist Follow up outpatient consultation,15000.0,PROCEDURES
3186,Psychologist session,20000.0,PROCEDURES
3187,Rheumatologist first inpatient review,30000.0,PROCEDURES
3188,Rheumatologist Follow up outpatient consultation,21000.0,PROCEDURES
3189,Rheumatologist subsequent inpatient review,21000.0,PROCEDURES
3190,Spine surgeon emergency call out,40000.0,PROCEDURES
3191,Spine surgeon first inpatient visit,30000.0,PROCEDURES
3192,Spine surgeon first outpatient consultation,30000.0,PROCEDURES
3193,Spine surgeon Follow up outpatient consultation,21000.0,PROCEDURES
3194,Spine surgeon subsequent inpatient review,21000.0,PROCEDURES
3195,Urologist first inpatient review,30000.0,PROCEDURES
3196,Urologist first outpatient consultation,30000.0,PROCEDURES
3197,Urologist Follow up outpatient consultation,18000.0,PROCEDURES
3198,Urologist subsequent inpatient review,18000.0,PROCEDURES
3199,INGUINAL HERNIORRHAPHY,261000.0,PROCEDURES
3200,OPTOMETRIST CONSULT,8500.0,PROCEDURES
3201,Dietician Consultation 1st Visit,15000.0,PROCEDURES
3202,Dietician Consultation  Follow-Up,15000.0,PROCEDURES
3203,Dietician Consultation Follow-Up,10000.0,PROCEDURES
3204,Pulmonologist Consultation 1st Visit,20000.0,PROCEDURES
3205,Pulmonologist Consultation follow-up,10000.0,PROCEDURES
3206,Pulmonologist Consultation first visit,18000.0,PROCEDURES
3207,Emergency Repair of Strangulated Epigastric Hernia(All inclusive),300000.0,PROCEDURES
3208,Emergency Repair of Strangulated Epigastric Hernia(All inclusive)(TAP/11266/A),350000.0,PROCEDURES
3209,Anti Streptolysin O (ASO) (Qualitative),12500.0,LABORATORY
3210,Anti Streptolysin O (ASO) (Quantitative),12500.0,LABORATORY
3211,Microsomal Antibody Titre/ Thyroid Peroxidase (TPO) - [Serum],11000.0,LABORATORY
3212,Rhesus (Anti D) Antibody titre - [Serum],11000.0,LABORATORY
3213,Thyroglobulin - [Serum],11000.0,LABORATORY
3214,Thyroid Antibodies - ATAB,11000.0,LABORATORY
3215,Thyroid Antibodies - ATAB (Includes TPO and ATA) - [Serum],11000.0,LABORATORY
3216,RA - Rhuematoid Arthritis (Qualitative)- [Serum],4000.0,LABORATORY
3217,"RA -Rhuematoid Arthritis, Rheumatoid factor (RF), IgG (Quantitative) - [Serum]",4000.0,LABORATORY
3218,Anti platelet antobody [indirect],12000.0,LABORATORY
3219,Soluble Liver Antigen,18000.0,LABORATORY
3220,Lupus Anticoagulant,21500.0,LABORATORY
3221,MANTOUX/HEAF's TEST,4000.0,LABORATORY
3222,Cell count - [CSF],2500.0,LABORATORY
3223,STOOL MICROSCOPY,4000.0,LABORATORY
3224,"Stool, Hanging drop preparation - [Stool]",4000.0,LABORATORY
3225,Synovial fluid Routine examination,4000.0,LABORATORY
3226,Gram staining,4000.0,LABORATORY
3227,"AFB, smear examination by ZN stain - [Any specimen ]",2000.0,LABORATORY
3228,"AFB, smear examination by ZN stain (2 samples)",2000.0,LABORATORY
3229,"AFB, smear examination by ZN stain (3 samples)",2500.0,LABORATORY
3230,"AFB, smear examination by ZN stain (3 samples) - [Sputum or urine]",2500.0,LABORATORY
3231,"AFB, smear examination by ZN stain (5 samples)",4000.0,LABORATORY
3232,"AFB, smear examination by ZN stain (5 samples) - [Sputum or urine]",4000.0,LABORATORY
3233,"Microscopy, Culture & Sensitivity [Ascitic Fluid]",3500.0,LABORATORY
3234,"Microscopy, Culture & Sensitivity [Aspirate]",3500.0,LABORATORY
3235,"Microscopy, Culture & Sensitivity [Blood]",3500.0,LABORATORY
3236,"Microscopy, Culture & Sensitivity [CSF]",4500.0,LABORATORY
3237,"Microscopy, Culture & Sensitivity [Endocervical]",4500.0,LABORATORY
3238,"Microscopy, Culture & Sensitivity [High Vaginal Swab]",4500.0,LABORATORY
3239,"Microscopy, Culture & Sensitivity [Pleural Fluid]",4500.0,LABORATORY
3240,"Microscopy, Culture & Sensitivity [Sputum]",4500.0,LABORATORY
3241,"Microscopy, Culture & Sensitivity [Stool]",4500.0,LABORATORY
3242,"Microscopy, Culture & Sensitivity [Swab]",4500.0,LABORATORY
3243,"Microscopy, Culture & Sensitivity [Urine]",4500.0,LABORATORY
3244,"Microscopy, Culture & Sensitivity [Throat]",4500.0,LABORATORY
3245,"Microscopy, Culture & Sensitivity [Eye]",4500.0,LABORATORY
3246,"Microscopy, Culture & Sensitivity [Urethra]",4500.0,LABORATORY
3247,"Microscopy, Culture & Sensitivity [Skin]",4500.0,LABORATORY
3248,"Microscopy, Culture & Sensitivity [Nose]",4500.0,LABORATORY
3249,"Microscopy, Culture & Sensitivity [Wound]",4500.0,LABORATORY
3250,Blood /Sterile body fluids Culture (Aerobic),3500.0,LABORATORY
3251,Blood Culture & sensitivity (Aerobic and Anaerobic),8000.0,LABORATORY
3252,PCR FOR TUBERCULOSIS,9500.0,LABORATORY
3253,PCR Chlamydia Trachomatis,16000.0,LABORATORY
3254,Pcr Neisseria Gonorrhea,27775.0,LABORATORY
3255,Tuberculin skin test (Mantoux test),1200.0,LABORATORY
3256,Tuberculosis Serology -IgA antibodies,2500.0,LABORATORY
3257,Tuberculosis Serology -IgG antibodies,2500.0,LABORATORY
3258,Tuberculosis Serology -IgM antibodies,2500.0,LABORATORY
3259,VDRL,2500.0,LABORATORY
3260,CHLAMYDIA IgA,7500.0,LABORATORY
3261,CHLAMYDIA IgM,7500.0,LABORATORY
3262,CHLAMYDIA IgG,7500.0,LABORATORY
