TYPE,TOTAL,TARIFF_TYPE,S/N,TARIFF NAME,PRICE
,,PROCEDURES,2941,Venous cut-down,100000.0
,,PROCEDURES,2942,Wound exploration - major under anesthesia,100000.0
,,PROCEDURES,2943,Wound exploration - intermediate,60000.0
,,PROCEDURES,2944,Wound exploration - minor,45000.0
,,PROCEDURES,2945,Botulinus toxin injections to muscle,42240.0
,,PROCEDURES,2946,Punch biopsy and Histology,40000.0
,,PROCEDURES,2947,Excision of pterygium with corneal allograft,150000.0
,,PROCEDURES,2948,Repair of fourth degree perineal tear,50000.0
,,PROCEDURES,2949,Repair of third degree perineal tear,40000.0
,,PROCEDURES,2950,Rubber band ligation of haemorrhoids,225000.0
,,PROCEDURES,2951,Appendicectomy for ruptured appendix,350000.0
,,PROCEDURES,2952,Sebaceous cyst excision,67500.0
,,PROCEDURES,2953,Secondary wound closure in theatre,90000.0
,,PROCEDURES,2954,SERIAL DILATION OF THE ANAL CANAL,67500.0
,,PROCEDURES,2955,Skin traction,90000.0
,,PROCEDURES,2956,Wrist support,22500.0
,,PROCEDURES,2957,Transcutaneous electrical nerve stimulation (TENS),7500.0
,,PROCEDURES,2958,Registration Card Fee,3000.0
,,PROCEDURES,2959,Antenatal registration,52500.0
,,PROCEDURES,2960,Accommodation for Observation,4500.0
,,PROCEDURES,2961,General ward 4 bedded,6500.0
,,PROCEDURES,2962,Semi private ward two bedded,9000.0
,,PROCEDURES,2963,Private ward single bedded,15000.0
,,PROCEDURES,2964,Feeding Per Diem four bedded,5500.0
,,PROCEDURES,2965,Feeding Per meal four bedded,2000.0
,,PROCEDURES,2966,Feeding Per Diem two bedded,7500.0
,,PROCEDURES,2967,Feeding Per meal two bedded,2500.0
,,PROCEDURES,2968,Feeding Per Diem single bedded,7500.0
,,PROCEDURES,2969,Feeding Per meal single bedded,3500.0
,,PROCEDURES,2970,Accomodation and Nursing Emergency case,20000.0
,,PROCEDURES,2971,Emergency ward admission,15000.0
,,PROCEDURES,2972,Day case admission general ward four bedded,7500.0
,,PROCEDURES,2973,Day case admission semi private ward two bedded,10000.0
,,PROCEDURES,2974,Day case admission semi private ward single bedded,15000.0
,,PROCEDURES,2975,Accommodation NICU,66000.0
,,PROCEDURES,2976,Ventilator Baby Unit per day,66000.0
,,PROCEDURES,2977,Accommodation ICU,75000.0
,,PROCEDURES,2978,Professional fee or service charge Level 3 inpatient HDU,56700.0
,,PROCEDURES,2979,Professional fee Level 4 ICU,81000.0
,,PROCEDURES,2980,Service charge Level 4 ICU,81000.0
,,PROCEDURES,2981,Ventilator ICU per day,75000.0
,,PROCEDURES,2982,Cervical Collar Soft,12750.0
,,PROCEDURES,2983,Lung Exerciser,10000.0
,,PROCEDURES,2984,Quadripod,14000.0
,,PROCEDURES,2985,Cervical Collar Hard,15000.0
,,PROCEDURES,2986,Broad Arm sling,7500.0
,,PROCEDURES,2987,Elbow Crutches,12000.0
,,PROCEDURES,2988,CPAP DRIVER,10000.0
,,PROCEDURES,2989,Walking Stick Folding Cane,10000.0
,,PROCEDURES,2990,Walking Stick Tripod Adjustable,14000.0
,,PROCEDURES,2991,Axillary Crutches,14000.0
,,PROCEDURES,2992,Lumbar Corset,24500.0
,,PROCEDURES,2993,Walking Frame,25900.0
,,PROCEDURES,2994,Ankle Support,15000.0
,,PROCEDURES,2995,Paediatric volumatic spacer ,7000.0
,,PROCEDURES,2996,Audiotory Training,4060.0
,,PROCEDURES,2997,Audiometry,5400.0
,,PROCEDURES,2998,Cysto Flometry per study,10000.0
,,PROCEDURES,2999,Full Audiological Assessment,8000.0
,,PROCEDURES,3000,Lung Function Test,8000.0
,,PROCEDURES,3001,Spirometry,8000.0
,,PROCEDURES,3002,Foeto-placental Assessment,20000.0
,,PROCEDURES,3003,Tinnitis Matching and Assessment,15000.0
,,PROCEDURES,3004,Diagnostic endoscopy of sinus ,25000.0
,,PROCEDURES,3005,Fine needle aspiration of thyroid gland,60000.0
,,PROCEDURES,3006,Fluorescein angiography of eye including occular photography ,17000.0
,,PROCEDURES,3007,Occular photography ,15000.0
,,PROCEDURES,3008,Rigid sigmoidoscopy including biopsy,42240.0
,,PROCEDURES,3009,Down Syndrome Screening,52500.0
,,PROCEDURES,3010,Diagnostic enteroscopy,63000.0
,,PROCEDURES,3011,Needle biopsy of lung,60000.0
,,PROCEDURES,3012,Pharmacologic Stress Echo,63000.0
,,PROCEDURES,3013,Diagnostic endoscopic examination of urethra ,67500.0
,,PROCEDURES,3014,Recording and reporting on electromyography and nerve conduction studies,60000.0
,,PROCEDURES,3015,Functional Psycho-educational Assessment onsite ,75000.0
,,PROCEDURES,3016,Last office deceased,10500.0
,,PROCEDURES,3017,Incubator per day,20000.0
,,PROCEDURES,3018,Oxygen Therapy Usage Ventilator,15000.0
,,PROCEDURES,3019,Paediatric Resuscitation at Delivery,15000.0
,,PROCEDURES,3020,Nebulisation,15000.0
,,PROCEDURES,3021,Electro-convulsive therapy,37500.0
,,PROCEDURES,3022,Peripheral bone density measurement performed by physician,37500.0
,,PROCEDURES,3023,Brief Psychological Assessment,22500.0
,,PROCEDURES,3024,Psychological Assessment Update Report,22500.0
,,PROCEDURES,3025,External cardioversion,30000.0
,,PROCEDURES,3026,Speech Training,30000.0
,,PROCEDURES,3027,Ambulance,75000.0
,,PROCEDURES,3028,Birth Before Arrival BBA ,52500.0
,,PROCEDURES,3029,Psychological Assessment,30000.0
,,PROCEDURES,3030,Haemofiltration,30000.0
,,PROCEDURES,3031,Dialysis,40000.0
,,PROCEDURES,3032,Haemodialysis,40000.0
,,PROCEDURES,3033,Sedation,35000.0
,,PROCEDURES,3034,Multiple Delivery,120000.0
,,PROCEDURES,3035,Vaginal Delivery Normal,105000.0
,,PROCEDURES,3036,Oxygen therapy per day,20000.0
,,PROCEDURES,3037,Oxygen therapy per 6 hours,7500.0
,,PROCEDURES,3038,Phototherapy per day,15000.0
,,PROCEDURES,3039,Double lamp phototherapy per day,25000.0
,,PROCEDURES,3040,Paediatric Echocardiogram,60000.0
,,PROCEDURES,3041,Stress Electrocardiogram,30000.0
,,PROCEDURES,3042,Ambulatory Blood Pressure Monitoring,30000.0
,,PROCEDURES,3043,Ambulatory Electrocardiogram Holter,35000.0
,,PROCEDURES,3044,Cardiotocography CTG,30000.0
,,PROCEDURES,3045,Lumbar jacket,20000.0
,,PROCEDURES,3046,Lumbosacral belt,20000.0
,,PROCEDURES,3047,Elbow support,15000.0
,,PROCEDURES,3048,Broad arm sling,10000.0
,,PROCEDURES,3049,Knee brace,20000.0
,,PROCEDURES,3050,Knee support,10000.0
,,PROCEDURES,3051,Compression stockings,15000.0
,,PROCEDURES,3052,Exchange blood transfusion,75000.0
,,PROCEDURES,3053,Automated exchange blood transfusion,225000.0
,,PROCEDURES,3054,Physiotherapy exercise,10000.0
,,PROCEDURES,3055,Infrared therapy for pain,3000.0
,,PROCEDURES,3056,Transcutaneous electrical nerve stimulation (TENS),4500.0
,,PROCEDURES,3057,Blood transfusion rhesus positve,40000.0
,,PROCEDURES,3058,Blood transfusion rhesus negative,45000.0
,,PROCEDURES,3059,Platelet concentrate,37500.0
,,PROCEDURES,3060,Fresh frozen plasma,37500.0
,,PROCEDURES,3061,Anaesthesiologist first inpatient review,20000.0
,,PROCEDURES,3062,Anaesthesiologist first outpatient consultation,20000.0
,,PROCEDURES,3063,Anaesthesiologist Follow up outpatient consultation,14000.0
,,PROCEDURES,3064,Anaesthesiologist subsequent inpatient review,14000.0
,,PROCEDURES,3065,Burns and plastic surgeon emergency call out,40000.0
,,PROCEDURES,3066,Burns and plastic surgeon first inpatient review,30000.0
,,PROCEDURES,3067,Burns and plastic surgeon first outpatient consultation,30000.0
,,PROCEDURES,3068,Burns and plastic surgeon Follow up outpatient consultation,21000.0
,,PROCEDURES,3069,Burns and plastic surgeon subsequent inpatient review,21000.0
,,PROCEDURES,3070,Cardiologist first inpatient review,15000.0
,,PROCEDURES,3071,Cardiologist first outpatient consultation,20000.0
,,PROCEDURES,3072,Cardiologist Follow up outpatient consultation,10500.0
,,PROCEDURES,3073,Cardiologist subsequent inpatient review,10500.0
,,PROCEDURES,3074,Cardiothoracic Surgeon emergency call out,40000.0
,,PROCEDURES,3075,Cardiothoracic Surgeon first outpatient consultation,30000.0
,,PROCEDURES,3076,Consultant first outpatient consultation,30000.0
,,PROCEDURES,3077,Consultant Follow up,20000.0
,,PROCEDURES,3078,Dermatologist first inpatient review,15000.0
,,PROCEDURES,3079,Dermatologist first outpatient consultation,15000.0
,,PROCEDURES,3080,Dermatologist Follow up outpatient consultation,10500.0
,,PROCEDURES,3081,Dermatologist subsequent inpatient review,10500.0
,,PROCEDURES,3082,Dietician first inpatient review,10000.0
,,PROCEDURES,3083,Dietician first outpatient consultation,10000.0
,,PROCEDURES,3084,Dietician Follow up outpatient consultation,8500.0
,,PROCEDURES,3085,Dietician subsequent inpatient review,8500.0
,,PROCEDURES,3086,Endocrinologist first inpatient review,15000.0
,,PROCEDURES,3087,Endocrinologist first outpatient consultation,15000.0
,,PROCEDURES,3088,Endocrinologist Follow up outpatient consultation,10500.0
,,PROCEDURES,3089,Endocrinologist subsequent inpatient review,10500.0
,,PROCEDURES,3090,ENT first inpatient review,20000.0
,,PROCEDURES,3091,ENT first outpatient consultation,15000.0
,,PROCEDURES,3092,ENT Follow up outpatient consultation,15000.0
,,PROCEDURES,3093,ENT subsequent inpatient review,15000.0
,,PROCEDURES,3094,Family Physician first inpatient review,15000.0
,,PROCEDURES,3095,Family Physician first outpatient consultation,15000.0
,,PROCEDURES,3096,Family Physician Follow up outpatient consultation,10000.0
,,PROCEDURES,3097,Family Physician subsequent inpatient review,10000.0
,,PROCEDURES,3098,Gastroenterologist first inpatient review,30000.0
,,PROCEDURES,3099,Gastroenterologist first outpatient consultation,30000.0
,,PROCEDURES,3100,Gastroenterologist Follow up outpatient consultation,20000.0
,,PROCEDURES,3101,Gastroenterologist subsequent inpatient review,15000.0
,,PROCEDURES,3102,General practitioner Consultation first outpatient consultation,3000.0
,,PROCEDURES,3103,General practitioner Consultation follow up,2500.0
,,PROCEDURES,3104,General surgeon first inpatient review,15000.0
,,PROCEDURES,3105,General surgeon first outpatient consultation,15000.0
,,PROCEDURES,3106,General surgeon Follow up outpatient consultation,10500.0
,,PROCEDURES,3107,General surgeon subsequent inpatient review,10500.0
,,PROCEDURES,3108,Hematologist first inpatient review,20000.0
,,PROCEDURES,3109,Hematologist first outpatient consultation,20000.0
,,PROCEDURES,3110,Hematologist Follow up outpatient consultation,15000.0
,,PROCEDURES,3111,Hematologist subsequent inpatient review,15000.0
,,PROCEDURES,3112,Intensivist emergency call out,40000.0
,,PROCEDURES,3113,Intensivist first outpatient consultation,30000.0
,,PROCEDURES,3114,Intensivist Follow up outpatient consultation,21000.0
,,PROCEDURES,3115,Intensivist follow up vist,21000.0
,,PROCEDURES,3116,Interventional radiologist emergency call out,40000.0
,,PROCEDURES,3117,Interventional radiologist first inpatient review,25000.0
,,PROCEDURES,3118,Interventional radiologist first outpatient consultation,30000.0
,,PROCEDURES,3119,Interventional radiologist Follow up outpatient consultation,25000.0
,,PROCEDURES,3120,Interventional radiologist subsequent inpatient review,20000.0
,,PROCEDURES,3121,Neonatologist first inpatient review,30000.0
,,PROCEDURES,3122,Neonatologist first outpatient consultation,30000.0
,,PROCEDURES,3123,Neonatologist Follow up outpatient consultation,21000.0
,,PROCEDURES,3124,Neonatologist subsequent inpatient review,21000.0
,,PROCEDURES,3125,Nephrologist first inpatient review,20000.0
,,PROCEDURES,3126,Nephrologist first outpatient consultation,20000.0
,,PROCEDURES,3127,Nephrologist Follow up outpatient consultation,15000.0
,,PROCEDURES,3128,Nephrologist subsequent inpatient review,12500.0
,,PROCEDURES,3129,Neurologist first inpatient review,30000.0
,,PROCEDURES,3130,Neurologist first outpatient consultation,20000.0
,,PROCEDURES,3131,Neurologist Follow up outpatient consultation,15000.0
,,PROCEDURES,3132,Neurologist subsequent inpatient review,21000.0
,,PROCEDURES,3133,Neurosurgeon emergency call out,40000.0
,,PROCEDURES,3134,Neurosurgeon first inpatient review,30000.0
,,PROCEDURES,3135,Neurosurgeon first outpatient consultation,30000.0
,,PROCEDURES,3136,Neurosurgeon Follow up outpatient consultation,21000.0
,,PROCEDURES,3137,Neurosurgeon subsequent inpatient review,21000.0
,,PROCEDURES,3138,Obstetric and gynecology first outpatient consultation,15000.0
,,PROCEDURES,3139,Obstetrics and gynecology first inpatient review,15000.0
,,PROCEDURES,3140,Obstetrics and gynecology Follow up outpatient consultation,10500.0
,,PROCEDURES,3141,Obstetrics and gynecology subsequent inpatient review,10500.0
,,PROCEDURES,3142,Oncologist first inpatient review,30000.0
,,PROCEDURES,3143,Oncologist first outpatient consultation,30000.0
,,PROCEDURES,3144,Oncologist Follow up outpatient consultation,21000.0
,,PROCEDURES,3145,Oncologist subsequent inpatient review,21000.0
,,PROCEDURES,3146,Ophthalmologist first inpatient review,15000.0
,,PROCEDURES,3147,Ophthalmologist first outpatient consultation,15000.0
,,PROCEDURES,3148,Ophthalmologist Follow up outpatient consultation,10500.0
,,PROCEDURES,3149,Ophthalmologist subsequent inpatient review,10500.0
,,PROCEDURES,3150,Optometrist first inpatient review,10000.0
,,PROCEDURES,3151,Optometrist first outpatient consultation,10000.0
,,PROCEDURES,3152,Optometrist Follow up outpatient consultation,7000.0
,,PROCEDURES,3153,Optometrist subsequent inpatient review,7000.0
,,PROCEDURES,3154,Orthopedic surgeon first inpatient review,20000.0
,,PROCEDURES,3155,Orthopedic surgeon first outpatient consultation,20000.0
,,PROCEDURES,3156,Orthopedic surgeon Follow up outpatient consultation,15000.0
,,PROCEDURES,3157,Orthopedic surgeon subsequent inpatient review,15000.0
,,PROCEDURES,3158,Paediatric Allergist first inpatient review,25000.0
,,PROCEDURES,3159,Paediatric Allergist first outpatient consultation,25000.0
,,PROCEDURES,3160,Paediatric Allergist followup visit,20000.0
,,PROCEDURES,3161,Paediatric Allergist subsequent inpatient review,20000.0
,,PROCEDURES,3162,Paediatric Cardiologist first inpatient review,13000.0
,,PROCEDURES,3163,Paediatric Cardiologist first outpatient consultation,15000.0
,,PROCEDURES,3164,Paediatric Cardiologist Follow up outpatient consultation,10000.0
,,PROCEDURES,3165,Paediatric Cardiologist subsequent inpatient review,10000.0
,,PROCEDURES,3166,Paediatric Nephrologist first inpatient review,13000.0
,,PROCEDURES,3167,Paediatric Nephrologist first outpatient consultation,15000.0
,,PROCEDURES,3168,Paediatric Nephrologist Follow up outpatient consultation,10000.0
,,PROCEDURES,3169,Paediatric Nephrologist subsequent inpatient review,10000.0
,,PROCEDURES,3170,Paediatric Pulmonologist first inpatient review,13000.0
,,PROCEDURES,3171,Paediatric Pulmonologist first outpatient consultation,15000.0
,,PROCEDURES,3172,Paediatric Pulmonologist Follow up outpatient consultation,10000.0
,,PROCEDURES,3173,Paediatric Pulmonologist subsequent inpatient review,10000.0
,,PROCEDURES,3174,Paediatric surgeon first inpatient review,30000.0
,,PROCEDURES,3175,Paediatric surgeon first outpatient consultation,30000.0
,,PROCEDURES,3176,Paediatric surgeon Follow up outpatient consultation,20000.0
,,PROCEDURES,3177,Paediatric surgeon subsequent inpatient review,17000.0
,,PROCEDURES,3178,Pediatrician first inpatient review,20000.0
,,PROCEDURES,3179,Pediatrician first outpatient consultation,20000.0
,,PROCEDURES,3180,Pediatrician Follow up outpatient consultation,15000.0
,,PROCEDURES,3181,Pediatrician subsequent inpatient review,15000.0
,,PROCEDURES,3182,Physiotherapist first inpatient review,7500.0
,,PROCEDURES,3183,Physiotherapist first outpatient consultation,7500.0
,,PROCEDURES,3184,Physiotherapist Follow up outpatient consultation,5250.0
,,PROCEDURES,3185,Physiotherapist subsequent inpatient review,5250.0
,,PROCEDURES,3186,Profession Fee for Chemotheraphy Administration,25920.0
,,PROCEDURES,3187,Professional fee level 1 inpatient WARD,4000.0
,,PROCEDURES,3188,Professional fee Level 2 NICU,4000.0
,,PROCEDURES,3189,Professional fee Level 2 SCBU,4000.0
,,PROCEDURES,3190,Psychiatrist first inpatient review,30000.0
,,PROCEDURES,3191,Psychiatrist first outpatient consultation,30000.0
,,PROCEDURES,3192,Psychiatrist Follow up outpatient consultation,21000.0
,,PROCEDURES,3193,Psychiatrist subsequent inpatient review,21000.0
,,PROCEDURES,3194,Psychologist first outpatient consultation,20000.0
,,PROCEDURES,3195,Psychologist Follow up outpatient consultation,15000.0
,,PROCEDURES,3196,Psychologist session,20000.0
,,PROCEDURES,3197,Rheumatologist first inpatient review,30000.0
,,PROCEDURES,3198,Rheumatologist Follow up outpatient consultation,21000.0
,,PROCEDURES,3199,Rheumatologist subsequent inpatient review,21000.0
,,PROCEDURES,3200,Spine surgeon emergency call out,40000.0
,,PROCEDURES,3201,Spine surgeon first inpatient visit,30000.0
,,PROCEDURES,3202,Spine surgeon first outpatient consultation,30000.0
,,PROCEDURES,3203,Spine surgeon Follow up outpatient consultation,21000.0
,,PROCEDURES,3204,Spine surgeon subsequent inpatient review,21000.0
,,PROCEDURES,3205,Urologist first inpatient review,30000.0
,,PROCEDURES,3206,Urologist first outpatient consultation,30000.0
,,PROCEDURES,3207,Urologist Follow up outpatient consultation,18000.0
,,PROCEDURES,3208,Urologist subsequent inpatient review,18000.0
,,PROCEDURES,3209,INGUINAL HERNIORRHAPHY,261000.0
,,PROCEDURES,3210,OPTOMETRIST CONSULT,8500.0
,,PROCEDURES,3211,Dietician Consultation 1st Visit,15000.0
,,PROCEDURES,3212,Dietician Consultation  Follow-Up,15000.0
,,PROCEDURES,3213,Dietician Consultation Follow-Up,10000.0
,,PROCEDURES,3214,Pulmonologist Consultation 1st Visit,20000.0
,,PROCEDURES,3215,Pulmonologist Consultation follow-up,10000.0
,,PROCEDURES,3216,Pulmonologist Consultation first visit,18000.0
,,PROCEDURES,3217,Emergency Repair of Strangulated Epigastric Hernia(All inclusive),300000.0
,,PROCEDURES,3218,Emergency Repair of Strangulated Epigastric Hernia(All inclusive)(TAP/11266/A),350000.0
,,LABORATORY,3219,Anti Streptolysin O (ASO) (Qualitative),12500.0
,,LABORATORY,3220,Anti Streptolysin O (ASO) (Quantitative),12500.0
,,LABORATORY,3221,Microsomal Antibody Titre/ Thyroid Peroxidase (TPO) - [Serum],11000.0
,,LABORATORY,3222,Rhesus (Anti D) Antibody titre - [Serum],11000.0
,,LABORATORY,3223,Thyroglobulin - [Serum],11000.0
,,LABORATORY,3224,Thyroid Antibodies - ATAB,11000.0
,,LABORATORY,3225,Thyroid Antibodies - ATAB (Includes TPO and ATA) - [Serum],11000.0
,,LABORATORY,3226,RA - Rhuematoid Arthritis (Qualitative)- [Serum],4000.0
,,LABORATORY,3227,"RA -Rhuematoid Arthritis, Rheumatoid factor (RF), IgG (Quantitative) - [Serum]",4000.0
,,LABORATORY,3228,Anti platelet antobody [indirect],12000.0
,,LABORATORY,3229,Soluble Liver Antigen,18000.0
,,LABORATORY,3230,Lupus Anticoagulant,21500.0
,,LABORATORY,3231,MANTOUX/HEAF's TEST,4000.0
,,LABORATORY,3232,Cell count - [CSF],2500.0
,,LABORATORY,3233,STOOL MICROSCOPY,4000.0
,,LABORATORY,3234,"Stool, Hanging drop preparation - [Stool]",4000.0
,,LABORATORY,3235,Synovial fluid Routine examination,4000.0
,,LABORATORY,3236,Gram staining,4000.0
,,LABORATORY,3237,"AFB, smear examination by ZN stain - [Any specimen ]",2000.0
,,LABORATORY,3238,"AFB, smear examination by ZN stain (2 samples)",2000.0
,,LABORATORY,3239,"AFB, smear examination by ZN stain (3 samples)",2500.0
,,LABORATORY,3240,"AFB, smear examination by ZN stain (3 samples) - [Sputum or urine]",2500.0
,,LABORATORY,3241,"AFB, smear examination by ZN stain (5 samples)",4000.0
,,LABORATORY,3242,"AFB, smear examination by ZN stain (5 samples) - [Sputum or urine]",4000.0
,,LABORATORY,3243,"Microscopy, Culture & Sensitivity [Ascitic Fluid]",3500.0
,,LABORATORY,3244,"Microscopy, Culture & Sensitivity [Aspirate]",3500.0
,,LABORATORY,3245,"Microscopy, Culture & Sensitivity [Blood]",3500.0
,,LABORATORY,3246,"Microscopy, Culture & Sensitivity [CSF]",4500.0
,,LABORATORY,3247,"Microscopy, Culture & Sensitivity [Endocervical]",4500.0
,,LABORATORY,3248,"Microscopy, Culture & Sensitivity [High Vaginal Swab]",4500.0
,,LABORATORY,3249,"Microscopy, Culture & Sensitivity [Pleural Fluid]",4500.0
,,LABORATORY,3250,"Microscopy, Culture & Sensitivity [Sputum]",4500.0
,,LABORATORY,3251,"Microscopy, Culture & Sensitivity [Stool]",4500.0
,,LABORATORY,3252,"Microscopy, Culture & Sensitivity [Swab]",4500.0
,,LABORATORY,3253,"Microscopy, Culture & Sensitivity [Urine]",4500.0
,,LABORATORY,3254,"Microscopy, Culture & Sensitivity [Throat]",4500.0
,,LABORATORY,3255,"Microscopy, Culture & Sensitivity [Eye]",4500.0
,,LABORATORY,3256,"Microscopy, Culture & Sensitivity [Urethra]",4500.0
,,LABORATORY,3257,"Microscopy, Culture & Sensitivity [Skin]",4500.0
,,LABORATORY,3258,"Microscopy, Culture & Sensitivity [Nose]",4500.0
,,LABORATORY,3259,"Microscopy, Culture & Sensitivity [Wound]",4500.0
,,LABORATORY,3260,Blood /Sterile body fluids Culture (Aerobic),3500.0
,,LABORATORY,3261,Blood Culture & sensitivity (Aerobic and Anaerobic),8000.0
,,LABORATORY,3262,PCR FOR TUBERCULOSIS,9500.0
,,LABORATORY,3263,PCR Chlamydia Trachomatis,16000.0
,,LABORATORY,3264,Pcr Neisseria Gonorrhea,27775.0
,,LABORATORY,3265,Tuberculin skin test (Mantoux test),1200.0
,,LABORATORY,3266,Tuberculosis Serology -IgA antibodies,2500.0
,,LABORATORY,3267,Tuberculosis Serology -IgG antibodies,2500.0
,,LABORATORY,3268,Tuberculosis Serology -IgM antibodies,2500.0
,,LABORATORY,3269,VDRL,2500.0
,,LABORATORY,3270,CHLAMYDIA IgA,7500.0
,,LABORATORY,3271,CHLAMYDIA IgM,7500.0
,,LABORATORY,3272,CHLAMYDIA IgG,7500.0
,,LABORATORY,3273,TB Gold (Quantiferon) (Gamma Interferon for TB),25000.0
,,LABORATORY,3274,Helicobacter pylori -[Stool Ag],7000.0
,,LABORATORY,3275,Helicobacter Pylori - IgA antibodies - [Serum],9500.0
,,LABORATORY,3276,Helicobacter Pylori - IgG antibodies - [Serum],22500.0
,,LABORATORY,3277,Creatinine Phospho-Kinase (CPK),8000.0
,,LABORATORY,3278,Troponin I,8000.0
,,LABORATORY,3279,CK-MB (MB fraction of Creatinine Kinase) - [Serum],8000.0
,,LABORATORY,3280,Myoglobin CLIA - [Serum],8000.0
,,LABORATORY,3281,Myoglobin CLIA - [Urine Spot],8000.0
,,LABORATORY,3282,Cardiac markers,15000.0
,,LABORATORY,3283,Troponin T,8000.0
,,LABORATORY,3284,"Peritoneal fluid, Routine examination (Basic) - [Peritoneal fluid]",2000.0
,,LABORATORY,3285,"pH - [Any Body Fluid, specify]",2000.0
,,LABORATORY,3286,"Stool, reducing substances and pH - [Stool]",3000.0
,,LABORATORY,3287,"Sugar, urine - [Urine, spot]",2000.0
,,LABORATORY,3288,URINALYSIS,2000.0
,,LABORATORY,3289,"Urine reducing substances, (paediatric) - [Urine, spot]",2000.0
,,LABORATORY,3290,"Urobilinogen, urine (Qualitative) - [Urine, spot]",700.0
,,LABORATORY,3291,C.S.F GLUCOSE,1000.0
,,LABORATORY,3292,C.S.F PROTEIN,1000.0
,,LABORATORY,3293,CSF PROTEIN,1000.0
,,LABORATORY,3294,Arterial blood gases (ABG),4500.0
,,LABORATORY,3295,Triglycerides - [Body fluid],4000.0
,,LABORATORY,3296,Triglycerides - [Serum],4000.0
,,LABORATORY,3297,"Triglycerides - [Urine, spot]",4000.0
,,LABORATORY,3298,Cholesterol (Total) - [Body Fluid],4000.0
,,LABORATORY,3299,Cholesterol (Total) - [Serum],4000.0
,,LABORATORY,3300,Cholesterol (Total) - [Spot urine],4000.0
,,LABORATORY,3301,Cholesterol-HDL - [Serum],4000.0
,,LABORATORY,3302,"Cholesterol-HDL , Direct",4000.0
,,LABORATORY,3303,Cholesterol-LDL - [Serum],4000.0
,,LABORATORY,3304,"Cholesterol-LDL, Direct",4000.0
,,LABORATORY,3305,Lipoprotein(a) - [Serum],7000.0
,,LABORATORY,3306,FULL LIPID PROFILE,11500.0
,,LABORATORY,3307,"Lipid Profile LDL, HDL, Triglycerides, Total Cholesterol, VLDL & Cholesterol:HDL ratio",13000.0
,,LABORATORY,3308,LITHIUM LEVEL,4000.0
,,LABORATORY,3309,CYCLOSPORIN ASSAY,9000.0
,,LABORATORY,3310,TACROLIMUS ASSAY,10000.0
,,LABORATORY,3311,Drug Substance Abuse Panel 8 parameters,14000.0
,,LABORATORY,3312,Drug Substance Abuse Panel 10 parameters,19000.0
,,LABORATORY,3313,Drug Substance Abuse Panel 5 parameters,12000.0
,,LABORATORY,3314,Drug Substance Abuse Qualitative,5000.0
,,LABORATORY,3315,Bicarbonate - [Serum],3500.0
,,LABORATORY,3316,Bicarbonate - [Serum/Plasma],3500.0
,,LABORATORY,3317,CHLORIDE,3500.0
,,LABORATORY,3318,Chlorides - [24hrs urine],2000.0
,,LABORATORY,3319,Chlorides - [Any Body Fluid],2000.0
,,LABORATORY,3320,Chlorides - [Serum],3500.0
,,LABORATORY,3321,Chlorides - [Spot urine],2000.0
,,LABORATORY,3322,INORGANIC PHOSPHATE,2000.0
,,LABORATORY,3323,MAGNESIUM,3500.0
,,LABORATORY,3324,Magnesium - [Serum],3500.0
,,LABORATORY,3325,Magnesium - [Serum],3500.0
,,LABORATORY,3326,"Magnesium - [Urine, 24 hours]",2000.0
,,LABORATORY,3327,"Magnesium - [Urine, 24 hours]",2000.0
,,LABORATORY,3328,"Magnesium - [Urine, spot]",2000.0
,,LABORATORY,3329,"Magnesium - [Urine, spot]",2000.0
,,LABORATORY,3330,PHOSPHATE,3500.0
,,LABORATORY,3331,Phosphorus - [Serum],2000.0
,,LABORATORY,3332,"Phosphorus - [urine, 24 hrs]",2000.0
,,LABORATORY,3333,"Phosphorus - [Urine, spot]",2000.0
,,LABORATORY,3334,"Phosphorus, inorganic - [Serum]",2000.0
,,LABORATORY,3335,"Phosphorus, inorganic - [Urine, 24 hours]",2000.0
,,LABORATORY,3336,"Phosphorus, inorganic - [Urine, spot]",2000.0
,,LABORATORY,3337,POTASSIUM,2000.0
,,LABORATORY,3338,"Potassium - [Urine, 24 hours]",2000.0
,,LABORATORY,3339,"Potassium - [Urine, spot]",2000.0
,,LABORATORY,3340,SODIUM,3500.0
,,LABORATORY,3341,Sodium - [Body fluid],3500.0
,,LABORATORY,3342,Sodium - [Serum],3500.0
,,LABORATORY,3343,"Sodium - [Urine, 24h]",2000.0
,,LABORATORY,3344,"Sodium - [Urine, spot]",2000.0
,,LABORATORY,3345,"Electrolytes (Sodium, Potassium, Chloride, bicarbonates) [Serum]",6500.0
,,LABORATORY,3346,"Electrolytes (Sodium, Potassium, Chloride, bicarbonates) [Urine, 24 hours]",6500.0
,,LABORATORY,3347,"Electrolytes (Sodium, Potassium, Chloride, bicarbonates) [Urine, spot]",6500.0
,,LABORATORY,3348,Ionised calcium - [Serum],4000.0
,,LABORATORY,3349,"Stone screening profile : Calcium, Magnesium, Uric Acid, Oxalate, Citrate, Phosphorous",3000.0
,,LABORATORY,3350,Corrected calcium,2000.0
,,LABORATORY,3351,Calcium - [Serum],3500.0
,,LABORATORY,3352,"Calcium - [Urine, 24 hours]",2000.0
,,LABORATORY,3353,Calcium - [Urine],3500.0
,,LABORATORY,3354,FULL ELECTROLYTES,11500.0
,,LABORATORY,3355,Blood Sugar Fasting - [Plasma],3000.0
